date,INTC stock,isPartial
2016-04-01,16,False
2016-04-02,6,False
2016-04-03,0,False
2016-04-04,25,False
2016-04-05,10,False
2016-04-06,30,False
2016-04-07,20,False
2016-04-08,31,False
2016-04-09,12,False
2016-04-10,0,False
2016-04-11,15,False
2016-04-12,10,False
2016-04-13,50,False
2016-04-14,20,False
2016-04-15,21,False
2016-04-16,12,False
2016-04-17,6,False
2016-04-18,30,False
2016-04-19,100,False
2016-04-20,55,False
2016-04-21,66,False
2016-04-22,37,False
2016-04-23,6,False
2016-04-24,11,False
2016-04-25,15,False
2016-04-26,34,False
2016-04-27,40,False
2016-04-28,45,False
2016-04-29,37,False
2016-04-30,6,False
