date,FB stock,isPartial
2017-06-01,88,False
2017-06-02,68,False
2017-06-03,16,False
2017-06-04,13,False
2017-06-05,65,False
2017-06-06,87,False
2017-06-07,73,False
2017-06-08,79,False
2017-06-09,90,False
2017-06-10,32,False
2017-06-11,18,False
2017-06-12,100,False
2017-06-13,85,False
2017-06-14,81,False
2017-06-15,82,False
2017-06-16,87,False
2017-06-17,23,False
2017-06-18,24,False
2017-06-19,81,False
2017-06-20,73,False
2017-06-21,77,False
2017-06-22,75,False
2017-06-23,76,False
2017-06-24,24,False
2017-06-25,25,False
2017-06-26,67,False
2017-06-27,100,False
2017-06-28,78,False
2017-06-29,82,False
2017-06-30,74,False
