date,WDC stock,isPartial
2015-11-01,27,False
2015-11-02,69,False
2015-11-03,76,False
2015-11-04,69,False
2015-11-05,46,False
2015-11-06,96,False
2015-11-07,54,False
2015-11-08,27,False
2015-11-09,53,False
2015-11-10,92,False
2015-11-11,48,False
2015-11-12,47,False
2015-11-13,40,False
2015-11-14,27,False
2015-11-15,27,False
2015-11-16,84,False
2015-11-17,46,False
2015-11-18,100,False
2015-11-19,70,False
2015-11-20,64,False
2015-11-21,27,False
2015-11-22,27,False
2015-11-23,46,False
2015-11-24,53,False
2015-11-25,46,False
2015-11-26,36,False
2015-11-27,24,False
2015-11-28,27,False
2015-11-29,39,False
2015-11-30,45,False
