date,INTC stock,isPartial
2013-02-01,100,False
2013-02-02,45,False
2013-02-03,0,False
2013-02-04,56,False
2013-02-05,93,False
2013-02-06,57,False
2013-02-07,97,False
2013-02-08,59,False
2013-02-09,0,False
2013-02-10,0,False
2013-02-11,38,False
2013-02-12,39,False
2013-02-13,76,False
2013-02-14,19,False
2013-02-15,0,False
2013-02-16,0,False
2013-02-17,0,False
2013-02-18,57,False
2013-02-19,37,False
2013-02-20,94,False
2013-02-21,76,False
2013-02-22,39,False
2013-02-23,44,False
2013-02-24,0,False
2013-02-25,91,False
2013-02-26,18,False
2013-02-27,74,False
2013-02-28,56,False
