date,MCD stock,isPartial
2018-08-01,63,False
2018-08-02,74,False
2018-08-03,56,False
2018-08-04,33,False
2018-08-05,18,False
2018-08-06,82,False
2018-08-07,74,False
2018-08-08,66,False
2018-08-09,54,False
2018-08-10,49,False
2018-08-11,18,False
2018-08-12,16,False
2018-08-13,54,False
2018-08-14,60,False
2018-08-15,65,False
2018-08-16,71,False
2018-08-17,62,False
2018-08-18,28,False
2018-08-19,22,False
2018-08-20,42,False
2018-08-21,61,False
2018-08-22,46,False
2018-08-23,42,False
2018-08-24,100,False
2018-08-25,49,False
2018-08-26,18,False
2018-08-27,63,False
2018-08-28,66,False
2018-08-29,69,False
2018-08-30,66,False
2018-08-31,49,False
