date,TXN stock,isPartial
2013-01-01,0,False
2013-01-02,53,False
2013-01-03,52,False
2013-01-04,80,False
2013-01-05,0,False
2013-01-06,0,False
2013-01-07,100,False
2013-01-08,50,False
2013-01-09,49,False
2013-01-10,75,False
2013-01-11,0,False
2013-01-12,0,False
2013-01-13,0,False
2013-01-14,49,False
2013-01-15,48,False
2013-01-16,49,False
2013-01-17,49,False
2013-01-18,52,False
2013-01-19,0,False
2013-01-20,56,False
2013-01-21,48,False
2013-01-22,97,False
2013-01-23,0,False
2013-01-24,49,False
2013-01-25,0,False
2013-01-26,0,False
2013-01-27,0,False
2013-01-28,49,False
2013-01-29,48,False
2013-01-30,0,False
2013-01-31,0,False
