date,EBAY stock,isPartial
2016-03-01,89,False
2016-03-02,85,False
2016-03-03,60,False
2016-03-04,95,False
2016-03-05,68,False
2016-03-06,67,False
2016-03-07,100,False
2016-03-08,78,False
2016-03-09,85,False
2016-03-10,70,False
2016-03-11,76,False
2016-03-12,69,False
2016-03-13,72,False
2016-03-14,92,False
2016-03-15,84,False
2016-03-16,80,False
2016-03-17,85,False
2016-03-18,86,False
2016-03-19,49,False
2016-03-20,59,False
2016-03-21,78,False
2016-03-22,92,False
2016-03-23,61,False
2016-03-24,99,False
2016-03-25,52,False
2016-03-26,72,False
2016-03-27,44,False
2016-03-28,87,False
2016-03-29,83,False
2016-03-30,78,False
2016-03-31,72,False
