date,GOOG stock,isPartial
2015-01-01,24,False
2015-01-02,21,False
2015-01-03,22,False
2015-01-04,17,False
2015-01-05,48,False
2015-01-06,37,False
2015-01-07,29,False
2015-01-08,47,False
2015-01-09,30,False
2015-01-10,29,False
2015-01-11,25,False
2015-01-12,25,False
2015-01-13,32,False
2015-01-14,47,False
2015-01-15,29,False
2015-01-16,33,False
2015-01-17,21,False
2015-01-18,8,False
2015-01-19,4,False
2015-01-20,28,False
2015-01-21,53,False
2015-01-22,57,False
2015-01-23,44,False
2015-01-24,17,False
2015-01-25,13,False
2015-01-26,35,False
2015-01-27,63,False
2015-01-28,50,False
2015-01-29,100,False
2015-01-30,81,False
2015-01-31,29,False
