date,CTSH stock,isPartial
2017-02-01,46,False
2017-02-02,43,False
2017-02-03,29,False
2017-02-04,11,False
2017-02-05,16,False
2017-02-06,19,False
2017-02-07,46,False
2017-02-08,51,False
2017-02-09,100,False
2017-02-10,54,False
2017-02-11,11,False
2017-02-12,11,False
2017-02-13,23,False
2017-02-14,51,False
2017-02-15,28,False
2017-02-16,33,False
2017-02-17,33,False
2017-02-18,11,False
2017-02-19,11,False
2017-02-20,19,False
2017-02-21,60,False
2017-02-22,79,False
2017-02-23,57,False
2017-02-24,44,False
2017-02-25,16,False
2017-02-26,0,False
2017-02-27,41,False
2017-02-28,74,False
