date,EBAY stock,isPartial
2015-12-01,92,False
2015-12-02,95,False
2015-12-03,76,False
2015-12-04,71,False
2015-12-05,60,False
2015-12-06,81,False
2015-12-07,92,False
2015-12-08,88,False
2015-12-09,82,False
2015-12-10,75,False
2015-12-11,83,False
2015-12-12,62,False
2015-12-13,70,False
2015-12-14,85,False
2015-12-15,82,False
2015-12-16,78,False
2015-12-17,83,False
2015-12-18,82,False
2015-12-19,64,False
2015-12-20,73,False
2015-12-21,81,False
2015-12-22,88,False
2015-12-23,66,False
2015-12-24,64,False
2015-12-25,46,False
2015-12-26,75,False
2015-12-27,79,False
2015-12-28,84,False
2015-12-29,100,False
2015-12-30,70,False
2015-12-31,67,False
