date,PEP stock,isPartial
2014-04-01,49,False
2014-04-02,25,False
2014-04-03,37,False
2014-04-04,26,False
2014-04-05,60,False
2014-04-06,0,False
2014-04-07,98,False
2014-04-08,25,False
2014-04-09,25,False
2014-04-10,38,False
2014-04-11,53,False
2014-04-12,31,False
2014-04-13,59,False
2014-04-14,25,False
2014-04-15,50,False
2014-04-16,51,False
2014-04-17,40,False
2014-04-18,87,False
2014-04-19,31,False
2014-04-20,0,False
2014-04-21,54,False
2014-04-22,87,False
2014-04-23,37,False
2014-04-24,38,False
2014-04-25,27,False
2014-04-26,30,False
2014-04-27,0,False
2014-04-28,100,False
2014-04-29,73,False
2014-04-30,51,False
