date,MSFT stock,isPartial
2012-12-01,30,False
2012-12-02,36,False
2012-12-03,60,False
2012-12-04,100,False
2012-12-05,86,False
2012-12-06,78,False
2012-12-07,75,False
2012-12-08,46,False
2012-12-09,35,False
2012-12-10,90,False
2012-12-11,66,False
2012-12-12,56,False
2012-12-13,82,False
2012-12-14,90,False
2012-12-15,27,False
2012-12-16,18,False
2012-12-17,81,False
2012-12-18,87,False
2012-12-19,58,False
2012-12-20,69,False
2012-12-21,90,False
2012-12-22,29,False
2012-12-23,20,False
2012-12-24,38,False
2012-12-25,41,False
2012-12-26,52,False
2012-12-27,82,False
2012-12-28,67,False
2012-12-29,56,False
2012-12-30,19,False
2012-12-31,88,False
