date,MU stock,isPartial
2016-04-01,63,False
2016-04-02,25,False
2016-04-03,10,False
2016-04-04,47,False
2016-04-05,17,False
2016-04-06,51,False
2016-04-07,43,False
2016-04-08,58,False
2016-04-09,30,False
2016-04-10,24,False
2016-04-11,39,False
2016-04-12,47,False
2016-04-13,90,False
2016-04-14,100,False
2016-04-15,68,False
2016-04-16,10,False
2016-04-17,10,False
2016-04-18,72,False
2016-04-19,81,False
2016-04-20,47,False
2016-04-21,44,False
2016-04-22,72,False
2016-04-23,20,False
2016-04-24,19,False
2016-04-25,63,False
2016-04-26,75,False
2016-04-27,82,False
2016-04-28,48,False
2016-04-29,77,False
2016-04-30,25,False
