date,SYMC stock,isPartial
2017-03-01,64,False
2017-03-02,48,False
2017-03-03,43,False
2017-03-04,19,False
2017-03-05,37,False
2017-03-06,32,False
2017-03-07,31,False
2017-03-08,41,False
2017-03-09,16,False
2017-03-10,17,False
2017-03-11,19,False
2017-03-12,36,False
2017-03-13,54,False
2017-03-14,58,False
2017-03-15,33,False
2017-03-16,0,False
2017-03-17,0,False
2017-03-18,0,False
2017-03-19,0,False
2017-03-20,33,False
2017-03-21,58,False
2017-03-22,100,False
2017-03-23,84,False
2017-03-24,43,False
2017-03-25,19,False
2017-03-26,0,False
2017-03-27,33,False
2017-03-28,34,False
2017-03-29,17,False
2017-03-30,34,False
2017-03-31,44,False
