date,MU stock,isPartial
2017-06-01,20,False
2017-06-02,30,False
2017-06-03,7,False
2017-06-04,5,False
2017-06-05,21,False
2017-06-06,31,False
2017-06-07,39,False
2017-06-08,24,False
2017-06-09,39,False
2017-06-10,8,False
2017-06-11,4,False
2017-06-12,35,False
2017-06-13,33,False
2017-06-14,24,False
2017-06-15,31,False
2017-06-16,26,False
2017-06-17,9,False
2017-06-18,6,False
2017-06-19,26,False
2017-06-20,28,False
2017-06-21,29,False
2017-06-22,34,False
2017-06-23,30,False
2017-06-24,10,False
2017-06-25,3,False
2017-06-26,38,False
2017-06-27,38,False
2017-06-28,43,False
2017-06-29,100,False
2017-06-30,99,False
