date,AMZN stock,isPartial
2015-10-01,17,False
2015-10-02,12,False
2015-10-03,3,False
2015-10-04,3,False
2015-10-05,19,False
2015-10-06,14,False
2015-10-07,14,False
2015-10-08,23,False
2015-10-09,12,False
2015-10-10,5,False
2015-10-11,0,False
2015-10-12,16,False
2015-10-13,14,False
2015-10-14,11,False
2015-10-15,20,False
2015-10-16,21,False
2015-10-17,8,False
2015-10-18,5,False
2015-10-19,24,False
2015-10-20,15,False
2015-10-21,17,False
2015-10-22,68,False
2015-10-23,100,False
2015-10-24,10,False
2015-10-25,11,False
2015-10-26,18,False
2015-10-27,20,False
2015-10-28,30,False
2015-10-29,23,False
2015-10-30,36,False
2015-10-31,13,False
