date,HAS stock,isPartial
2018-05-01,100,False
2018-05-02,96,False
2018-05-03,72,False
2018-05-04,88,False
2018-05-05,74,False
2018-05-06,71,False
2018-05-07,90,False
2018-05-08,83,False
2018-05-09,79,False
2018-05-10,84,False
2018-05-11,65,False
2018-05-12,36,False
2018-05-13,51,False
2018-05-14,64,False
2018-05-15,48,False
2018-05-16,52,False
2018-05-17,56,False
2018-05-18,54,False
2018-05-19,40,False
2018-05-20,41,False
2018-05-21,51,False
2018-05-22,55,False
2018-05-23,56,False
2018-05-24,62,False
2018-05-25,50,False
2018-05-26,25,False
2018-05-27,45,False
2018-05-28,46,False
2018-05-29,51,False
2018-05-30,59,False
2018-05-31,58,False
