date,KO stock,isPartial
2018-01-01,8,False
2018-01-02,58,False
2018-01-03,67,False
2018-01-04,92,False
2018-01-05,38,False
2018-01-06,27,False
2018-01-07,34,False
2018-01-08,66,False
2018-01-09,36,False
2018-01-10,83,False
2018-01-11,61,False
2018-01-12,76,False
2018-01-13,34,False
2018-01-14,14,False
2018-01-15,48,False
2018-01-16,76,False
2018-01-17,70,False
2018-01-18,83,False
2018-01-19,62,False
2018-01-20,14,False
2018-01-21,7,False
2018-01-22,64,False
2018-01-23,64,False
2018-01-24,100,False
2018-01-25,89,False
2018-01-26,68,False
2018-01-27,21,False
2018-01-28,0,False
2018-01-29,72,False
2018-01-30,47,False
2018-01-31,87,False
