date,TWTR stock,isPartial
2017-05-01,91,False
2017-05-02,100,False
2017-05-03,76,False
2017-05-04,74,False
2017-05-05,54,False
2017-05-06,16,False
2017-05-07,7,False
2017-05-08,56,False
2017-05-09,47,False
2017-05-10,46,False
2017-05-11,56,False
2017-05-12,51,False
2017-05-13,15,False
2017-05-14,10,False
2017-05-15,57,False
2017-05-16,68,False
2017-05-17,63,False
2017-05-18,66,False
2017-05-19,43,False
2017-05-20,12,False
2017-05-21,7,False
2017-05-22,44,False
2017-05-23,43,False
2017-05-24,29,False
2017-05-25,39,False
2017-05-26,36,False
2017-05-27,7,False
2017-05-28,5,False
2017-05-29,6,False
2017-05-30,37,False
2017-05-31,42,False
