date,CTSH stock,isPartial
2016-04-01,100,False
2016-04-02,50,False
2016-04-03,33,False
2016-04-04,87,False
2016-04-05,48,False
2016-04-06,73,False
2016-04-07,59,False
2016-04-08,71,False
2016-04-09,67,False
2016-04-10,33,False
2016-04-11,86,False
2016-04-12,72,False
2016-04-13,58,False
2016-04-14,30,False
2016-04-15,61,False
2016-04-16,34,False
2016-04-17,33,False
2016-04-18,43,False
2016-04-19,29,False
2016-04-20,88,False
2016-04-21,59,False
2016-04-22,31,False
2016-04-23,34,False
2016-04-24,33,False
2016-04-25,58,False
2016-04-26,67,False
2016-04-27,58,False
2016-04-28,74,False
2016-04-29,61,False
2016-04-30,0,False
