date,HAS stock,isPartial
2013-03-01,89,False
2013-03-02,59,False
2013-03-03,68,False
2013-03-04,76,False
2013-03-05,84,False
2013-03-06,85,False
2013-03-07,86,False
2013-03-08,63,False
2013-03-09,51,False
2013-03-10,59,False
2013-03-11,61,False
2013-03-12,82,False
2013-03-13,86,False
2013-03-14,86,False
2013-03-15,69,False
2013-03-16,38,False
2013-03-17,59,False
2013-03-18,74,False
2013-03-19,85,False
2013-03-20,95,False
2013-03-21,77,False
2013-03-22,76,False
2013-03-23,91,False
2013-03-24,77,False
2013-03-25,73,False
2013-03-26,75,False
2013-03-27,100,False
2013-03-28,76,False
2013-03-29,71,False
2013-03-30,70,False
2013-03-31,54,False
