date,ODP stock,isPartial
2018-12-01,37,False
2018-12-02,0,False
2018-12-03,63,False
2018-12-04,42,False
2018-12-05,31,False
2018-12-06,86,False
2018-12-07,33,False
2018-12-08,37,False
2018-12-09,36,False
2018-12-10,48,False
2018-12-11,0,False
2018-12-12,33,False
2018-12-13,100,False
2018-12-14,32,False
2018-12-15,38,False
2018-12-16,0,False
2018-12-17,30,False
2018-12-18,31,False
2018-12-19,67,False
2018-12-20,69,False
2018-12-21,72,False
2018-12-22,38,False
2018-12-23,0,False
2018-12-24,78,False
2018-12-25,41,False
2018-12-26,60,False
2018-12-27,35,False
2018-12-28,71,False
2018-12-29,38,False
2018-12-30,0,False
2018-12-31,51,False
