date,ODP stock,isPartial
2015-11-01,0,False
2015-11-02,49,False
2015-11-03,97,False
2015-11-04,0,False
2015-11-05,49,False
2015-11-06,0,False
2015-11-07,57,False
2015-11-08,0,False
2015-11-09,0,False
2015-11-10,49,False
2015-11-11,0,False
2015-11-12,0,False
2015-11-13,0,False
2015-11-14,58,False
2015-11-15,0,False
2015-11-16,49,False
2015-11-17,49,False
2015-11-18,49,False
2015-11-19,100,False
2015-11-20,51,False
2015-11-21,0,False
2015-11-22,0,False
2015-11-23,0,False
2015-11-24,0,False
2015-11-25,50,False
2015-11-26,51,False
2015-11-27,0,False
2015-11-28,57,False
2015-11-29,0,False
2015-11-30,72,False
