date,WDC stock,isPartial
2012-05-01,41,False
2012-05-02,0,False
2012-05-03,0,False
2012-05-04,40,False
2012-05-05,0,False
2012-05-06,0,False
2012-05-07,37,False
2012-05-08,0,False
2012-05-09,37,False
2012-05-10,0,False
2012-05-11,39,False
2012-05-12,0,False
2012-05-13,0,False
2012-05-14,37,False
2012-05-15,0,False
2012-05-16,0,False
2012-05-17,0,False
2012-05-18,100,False
2012-05-19,0,False
2012-05-20,0,False
2012-05-21,37,False
2012-05-22,37,False
2012-05-23,0,False
2012-05-24,0,False
2012-05-25,40,False
2012-05-26,0,False
2012-05-27,0,False
2012-05-28,40,False
2012-05-29,36,False
2012-05-30,0,False
2012-05-31,0,False
