date,ODP stock,isPartial
2015-10-01,49,False
2015-10-02,52,False
2015-10-03,0,False
2015-10-04,0,False
2015-10-05,49,False
2015-10-06,96,False
2015-10-07,49,False
2015-10-08,0,False
2015-10-09,0,False
2015-10-10,0,False
2015-10-11,0,False
2015-10-12,100,False
2015-10-13,48,False
2015-10-14,48,False
2015-10-15,50,False
2015-10-16,50,False
2015-10-17,0,False
2015-10-18,0,False
2015-10-19,0,False
2015-10-20,96,False
2015-10-21,48,False
2015-10-22,97,False
2015-10-23,51,False
2015-10-24,0,False
2015-10-25,0,False
2015-10-26,0,False
2015-10-27,48,False
2015-10-28,0,False
2015-10-29,49,False
2015-10-30,0,False
2015-10-31,0,False
