date,MSFT stock,isPartial
2013-11-01,49,False
2013-11-02,27,False
2013-11-03,36,False
2013-11-04,39,False
2013-11-05,58,False
2013-11-06,86,False
2013-11-07,76,False
2013-11-08,55,False
2013-11-09,36,False
2013-11-10,16,False
2013-11-11,52,False
2013-11-12,55,False
2013-11-13,47,False
2013-11-14,87,False
2013-11-15,100,False
2013-11-16,43,False
2013-11-17,16,False
2013-11-18,74,False
2013-11-19,46,False
2013-11-20,76,False
2013-11-21,61,False
2013-11-22,77,False
2013-11-23,55,False
2013-11-24,13,False
2013-11-25,35,False
2013-11-26,65,False
2013-11-27,44,False
2013-11-28,32,False
2013-11-29,44,False
2013-11-30,29,False
