date,BA stock,isPartial
2012-07-01,46,False
2012-07-02,25,False
2012-07-03,49,False
2012-07-04,35,False
2012-07-05,39,False
2012-07-06,35,False
2012-07-07,0,False
2012-07-08,31,False
2012-07-09,33,False
2012-07-10,24,False
2012-07-11,100,False
2012-07-12,38,False
2012-07-13,26,False
2012-07-14,31,False
2012-07-15,46,False
2012-07-16,25,False
2012-07-17,25,False
2012-07-18,50,False
2012-07-19,63,False
2012-07-20,40,False
2012-07-21,0,False
2012-07-22,0,False
2012-07-23,33,False
2012-07-24,25,False
2012-07-25,64,False
2012-07-26,42,False
2012-07-27,53,False
2012-07-28,47,False
2012-07-29,31,False
2012-07-30,41,False
2012-07-31,50,False
