date,DIS stock,isPartial
2013-01-01,0,False
2013-01-02,30,False
2013-01-03,0,False
2013-01-04,15,False
2013-01-05,33,False
2013-01-06,0,False
2013-01-07,43,False
2013-01-08,100,False
2013-01-09,28,False
2013-01-10,0,False
2013-01-11,15,False
2013-01-12,67,False
2013-01-13,16,False
2013-01-14,14,False
2013-01-15,27,False
2013-01-16,28,False
2013-01-17,56,False
2013-01-18,58,False
2013-01-19,33,False
2013-01-20,32,False
2013-01-21,27,False
2013-01-22,0,False
2013-01-23,14,False
2013-01-24,28,False
2013-01-25,29,False
2013-01-26,49,False
2013-01-27,0,False
2013-01-28,14,False
2013-01-29,27,False
2013-01-30,28,False
2013-01-31,42,False
