date,TWTR stock,isPartial
2018-06-01,47,False
2018-06-02,13,False
2018-06-03,4,False
2018-06-04,49,False
2018-06-05,100,False
2018-06-06,71,False
2018-06-07,51,False
2018-06-08,60,False
2018-06-09,13,False
2018-06-10,7,False
2018-06-11,49,False
2018-06-12,76,False
2018-06-13,65,False
2018-06-14,75,False
2018-06-15,69,False
2018-06-16,17,False
2018-06-17,8,False
2018-06-18,52,False
2018-06-19,46,False
2018-06-20,67,False
2018-06-21,62,False
2018-06-22,46,False
2018-06-23,13,False
2018-06-24,9,False
2018-06-25,49,False
2018-06-26,38,False
2018-06-27,40,False
2018-06-28,41,False
2018-06-29,48,False
2018-06-30,11,False
