date,HAS stock,isPartial
2013-05-01,74,False
2013-05-02,99,False
2013-05-03,100,False
2013-05-04,69,False
2013-05-05,40,False
2013-05-06,82,False
2013-05-07,72,False
2013-05-08,87,False
2013-05-09,92,False
2013-05-10,97,False
2013-05-11,62,False
2013-05-12,90,False
2013-05-13,59,False
2013-05-14,69,False
2013-05-15,66,False
2013-05-16,78,False
2013-05-17,53,False
2013-05-18,58,False
2013-05-19,55,False
2013-05-20,83,False
2013-05-21,86,False
2013-05-22,64,False
2013-05-23,77,False
2013-05-24,73,False
2013-05-25,45,False
2013-05-26,87,False
2013-05-27,57,False
2013-05-28,89,False
2013-05-29,57,False
2013-05-30,73,False
2013-05-31,65,False
