date,TSLA stock,isPartial
2017-02-01,37,False
2017-02-02,24,False
2017-02-03,35,False
2017-02-04,9,False
2017-02-05,8,False
2017-02-06,38,False
2017-02-07,44,False
2017-02-08,37,False
2017-02-09,56,False
2017-02-10,59,False
2017-02-11,12,False
2017-02-12,6,False
2017-02-13,59,False
2017-02-14,52,False
2017-02-15,59,False
2017-02-16,60,False
2017-02-17,50,False
2017-02-18,12,False
2017-02-19,6,False
2017-02-20,18,False
2017-02-21,47,False
2017-02-22,97,False
2017-02-23,100,False
2017-02-24,72,False
2017-02-25,15,False
2017-02-26,7,False
2017-02-27,83,False
2017-02-28,61,False
