date,SIRI stock,isPartial
2013-08-01,67,False
2013-08-02,66,False
2013-08-03,21,False
2013-08-04,25,False
2013-08-05,42,False
2013-08-06,50,False
2013-08-07,50,False
2013-08-08,73,False
2013-08-09,48,False
2013-08-10,31,False
2013-08-11,10,False
2013-08-12,53,False
2013-08-13,66,False
2013-08-14,100,False
2013-08-15,74,False
2013-08-16,70,False
2013-08-17,25,False
2013-08-18,15,False
2013-08-19,37,False
2013-08-20,65,False
2013-08-21,65,False
2013-08-22,29,False
2013-08-23,60,False
2013-08-24,25,False
2013-08-25,19,False
2013-08-26,64,False
2013-08-27,47,False
2013-08-28,47,False
2013-08-29,48,False
2013-08-30,71,False
2013-08-31,24,False
