date,SIRI stock,isPartial
2012-02-01,79,False
2012-02-02,70,False
2012-02-03,78,False
2012-02-04,25,False
2012-02-05,25,False
2012-02-06,50,False
2012-02-07,49,False
2012-02-08,69,False
2012-02-09,100,False
2012-02-10,69,False
2012-02-11,20,False
2012-02-12,14,False
2012-02-13,48,False
2012-02-14,37,False
2012-02-15,75,False
2012-02-16,29,False
2012-02-17,52,False
2012-02-18,20,False
2012-02-19,30,False
2012-02-20,30,False
2012-02-21,59,False
2012-02-22,50,False
2012-02-23,33,False
2012-02-24,73,False
2012-02-25,35,False
2012-02-26,39,False
2012-02-27,53,False
2012-02-28,93,False
2012-02-29,69,False
