date,ATVI stock,isPartial
2016-02-01,37,False
2016-02-02,26,False
2016-02-03,31,False
2016-02-04,32,False
2016-02-05,22,False
2016-02-06,12,False
2016-02-07,0,False
2016-02-08,64,False
2016-02-09,37,False
2016-02-10,42,False
2016-02-11,100,False
2016-02-12,92,False
2016-02-13,24,False
2016-02-14,0,False
2016-02-15,0,False
2016-02-16,46,False
2016-02-17,31,False
2016-02-18,41,False
2016-02-19,37,False
2016-02-20,18,False
2016-02-21,0,False
2016-02-22,36,False
2016-02-23,25,False
2016-02-24,31,False
2016-02-25,52,False
2016-02-26,27,False
2016-02-27,12,False
2016-02-28,12,False
2016-02-29,30,False
