date,EA stock,isPartial
2013-08-01,41,False
2013-08-02,64,False
2013-08-03,25,False
2013-08-04,16,False
2013-08-05,14,False
2013-08-06,0,False
2013-08-07,20,False
2013-08-08,14,False
2013-08-09,24,False
2013-08-10,25,False
2013-08-11,16,False
2013-08-12,40,False
2013-08-13,26,False
2013-08-14,13,False
2013-08-15,57,False
2013-08-16,19,False
2013-08-17,24,False
2013-08-18,21,False
2013-08-19,40,False
2013-08-20,39,False
2013-08-21,66,False
2013-08-22,100,False
2013-08-23,79,False
2013-08-24,32,False
2013-08-25,31,False
2013-08-26,19,False
2013-08-27,30,False
2013-08-28,43,False
2013-08-29,26,False
2013-08-30,91,False
2013-08-31,16,False
