date,EBAY stock,isPartial
2016-06-01,80,False
2016-06-02,69,False
2016-06-03,92,False
2016-06-04,76,False
2016-06-05,67,False
2016-06-06,70,False
2016-06-07,85,False
2016-06-08,83,False
2016-06-09,52,False
2016-06-10,91,False
2016-06-11,36,False
2016-06-12,57,False
2016-06-13,61,False
2016-06-14,88,False
2016-06-15,68,False
2016-06-16,70,False
2016-06-17,59,False
2016-06-18,71,False
2016-06-19,63,False
2016-06-20,60,False
2016-06-21,72,False
2016-06-22,83,False
2016-06-23,51,False
2016-06-24,94,False
2016-06-25,74,False
2016-06-26,73,False
2016-06-27,91,False
2016-06-28,100,False
2016-06-29,97,False
2016-06-30,83,False
