date,HAS stock,isPartial
2015-02-01,44,False
2015-02-02,77,False
2015-02-03,80,False
2015-02-04,69,False
2015-02-05,88,False
2015-02-06,73,False
2015-02-07,61,False
2015-02-08,89,False
2015-02-09,100,False
2015-02-10,77,False
2015-02-11,83,False
2015-02-12,70,False
2015-02-13,69,False
2015-02-14,50,False
2015-02-15,66,False
2015-02-16,70,False
2015-02-17,83,False
2015-02-18,81,False
2015-02-19,73,False
2015-02-20,94,False
2015-02-21,41,False
2015-02-22,64,False
2015-02-23,83,False
2015-02-24,73,False
2015-02-25,84,False
2015-02-26,74,False
2015-02-27,65,False
2015-02-28,49,False
