date,FB stock,isPartial
2013-11-01,90,False
2013-11-02,26,False
2013-11-03,14,False
2013-11-04,73,False
2013-11-05,88,False
2013-11-06,53,False
2013-11-07,100,False
2013-11-08,82,False
2013-11-09,25,False
2013-11-10,14,False
2013-11-11,54,False
2013-11-12,58,False
2013-11-13,71,False
2013-11-14,60,False
2013-11-15,60,False
2013-11-16,22,False
2013-11-17,21,False
2013-11-18,62,False
2013-11-19,65,False
2013-11-20,58,False
2013-11-21,55,False
2013-11-22,59,False
2013-11-23,21,False
2013-11-24,14,False
2013-11-25,65,False
2013-11-26,52,False
2013-11-27,41,False
2013-11-28,24,False
2013-11-29,39,False
2013-11-30,15,False
