date,AAPL stock,isPartial
2017-11-01,51,False
2017-11-02,88,False
2017-11-03,100,False
2017-11-04,17,False
2017-11-05,7,False
2017-11-06,47,False
2017-11-07,43,False
2017-11-08,42,False
2017-11-09,43,False
2017-11-10,40,False
2017-11-11,7,False
2017-11-12,4,False
2017-11-13,27,False
2017-11-14,31,False
2017-11-15,41,False
2017-11-16,31,False
2017-11-17,39,False
2017-11-18,8,False
2017-11-19,6,False
2017-11-20,28,False
2017-11-21,32,False
2017-11-22,32,False
2017-11-23,10,False
2017-11-24,25,False
2017-11-25,7,False
2017-11-26,5,False
2017-11-27,33,False
2017-11-28,34,False
2017-11-29,43,False
2017-11-30,46,False
