date,FB stock,isPartial
2016-09-01,74,False
2016-09-02,67,False
2016-09-03,20,False
2016-09-04,11,False
2016-09-05,21,False
2016-09-06,82,False
2016-09-07,84,False
2016-09-08,77,False
2016-09-09,87,False
2016-09-10,21,False
2016-09-11,14,False
2016-09-12,64,False
2016-09-13,81,False
2016-09-14,58,False
2016-09-15,71,False
2016-09-16,68,False
2016-09-17,17,False
2016-09-18,12,False
2016-09-19,58,False
2016-09-20,52,False
2016-09-21,55,False
2016-09-22,70,False
2016-09-23,100,False
2016-09-24,19,False
2016-09-25,13,False
2016-09-26,60,False
2016-09-27,56,False
2016-09-28,62,False
2016-09-29,60,False
2016-09-30,66,False
