date,KO stock,isPartial
2018-05-01,34,False
2018-05-02,32,False
2018-05-03,11,False
2018-05-04,21,False
2018-05-05,6,False
2018-05-06,10,False
2018-05-07,33,False
2018-05-08,14,False
2018-05-09,27,False
2018-05-10,16,False
2018-05-11,28,False
2018-05-12,8,False
2018-05-13,0,False
2018-05-14,22,False
2018-05-15,19,False
2018-05-16,18,False
2018-05-17,28,False
2018-05-18,17,False
2018-05-19,6,False
2018-05-20,0,False
2018-05-21,18,False
2018-05-22,25,False
2018-05-23,18,False
2018-05-24,11,False
2018-05-25,10,False
2018-05-26,9,False
2018-05-27,4,False
2018-05-28,6,False
2018-05-29,16,False
2018-05-30,100,False
2018-05-31,38,False
