date,GS stock,isPartial
2015-05-01,86,False
2015-05-02,0,False
2015-05-03,26,False
2015-05-04,57,False
2015-05-05,38,False
2015-05-06,37,False
2015-05-07,46,False
2015-05-08,0,False
2015-05-09,27,False
2015-05-10,46,False
2015-05-11,45,False
2015-05-12,22,False
2015-05-13,68,False
2015-05-14,58,False
2015-05-15,59,False
2015-05-16,41,False
2015-05-17,26,False
2015-05-18,37,False
2015-05-19,45,False
2015-05-20,100,False
2015-05-21,53,False
2015-05-22,40,False
2015-05-23,27,False
2015-05-24,27,False
2015-05-25,23,False
2015-05-26,77,False
2015-05-27,66,False
2015-05-28,60,False
2015-05-29,63,False
2015-05-30,0,False
2015-05-31,0,False
