date,AMZN stock,isPartial
2017-10-01,3,False
2017-10-02,16,False
2017-10-03,17,False
2017-10-04,18,False
2017-10-05,15,False
2017-10-06,19,False
2017-10-07,5,False
2017-10-08,3,False
2017-10-09,15,False
2017-10-10,19,False
2017-10-11,23,False
2017-10-12,21,False
2017-10-13,20,False
2017-10-14,4,False
2017-10-15,3,False
2017-10-16,15,False
2017-10-17,20,False
2017-10-18,21,False
2017-10-19,18,False
2017-10-20,17,False
2017-10-21,4,False
2017-10-22,2,False
2017-10-23,20,False
2017-10-24,17,False
2017-10-25,22,False
2017-10-26,57,False
2017-10-27,100,False
2017-10-28,19,False
2017-10-29,7,False
2017-10-30,46,False
2017-10-31,30,False
