date,PEP stock,isPartial
2013-10-01,52,False
2013-10-02,64,False
2013-10-03,97,False
2013-10-04,50,False
2013-10-05,37,False
2013-10-06,0,False
2013-10-07,32,False
2013-10-08,52,False
2013-10-09,63,False
2013-10-10,75,False
2013-10-11,50,False
2013-10-12,38,False
2013-10-13,38,False
2013-10-14,54,False
2013-10-15,64,False
2013-10-16,75,False
2013-10-17,64,False
2013-10-18,100,False
2013-10-19,57,False
2013-10-20,37,False
2013-10-21,83,False
2013-10-22,52,False
2013-10-23,83,False
2013-10-24,31,False
2013-10-25,99,False
2013-10-26,38,False
2013-10-27,60,False
2013-10-28,82,False
2013-10-29,82,False
2013-10-30,73,False
2013-10-31,65,False
