date,FB stock,isPartial
2018-11-01,84,False
2018-11-02,77,False
2018-11-03,17,False
2018-11-04,11,False
2018-11-05,51,False
2018-11-06,47,False
2018-11-07,58,False
2018-11-08,57,False
2018-11-09,55,False
2018-11-10,13,False
2018-11-11,8,False
2018-11-12,46,False
2018-11-13,57,False
2018-11-14,54,False
2018-11-15,63,False
2018-11-16,78,False
2018-11-17,22,False
2018-11-18,12,False
2018-11-19,93,False
2018-11-20,100,False
2018-11-21,82,False
2018-11-22,20,False
2018-11-23,41,False
2018-11-24,13,False
2018-11-25,12,False
2018-11-26,59,False
2018-11-27,56,False
2018-11-28,63,False
2018-11-29,54,False
2018-11-30,58,False
