date,SBUX stock,isPartial
2014-02-01,48,False
2014-02-02,19,False
2014-02-03,64,False
2014-02-04,73,False
2014-02-05,48,False
2014-02-06,100,False
2014-02-07,65,False
2014-02-08,47,False
2014-02-09,19,False
2014-02-10,24,False
2014-02-11,40,False
2014-02-12,80,False
2014-02-13,65,False
2014-02-14,34,False
2014-02-15,48,False
2014-02-16,28,False
2014-02-17,48,False
2014-02-18,64,False
2014-02-19,65,False
2014-02-20,33,False
2014-02-21,67,False
2014-02-22,19,False
2014-02-23,19,False
2014-02-24,48,False
2014-02-25,88,False
2014-02-26,56,False
2014-02-27,32,False
2014-02-28,60,False
