date,GOOG stock,isPartial
2017-02-01,100,False
2017-02-02,86,False
2017-02-03,73,False
2017-02-04,33,False
2017-02-05,23,False
2017-02-06,53,False
2017-02-07,72,False
2017-02-08,57,False
2017-02-09,65,False
2017-02-10,51,False
2017-02-11,31,False
2017-02-12,20,False
2017-02-13,47,False
2017-02-14,67,False
2017-02-15,72,False
2017-02-16,75,False
2017-02-17,67,False
2017-02-18,28,False
2017-02-19,11,False
2017-02-20,37,False
2017-02-21,41,False
2017-02-22,60,False
2017-02-23,57,False
2017-02-24,60,False
2017-02-25,19,False
2017-02-26,14,False
2017-02-27,53,False
2017-02-28,51,False
