date,PEP stock,isPartial
2018-01-01,16,False
2018-01-02,47,False
2018-01-03,32,False
2018-01-04,32,False
2018-01-05,46,False
2018-01-06,14,False
2018-01-07,14,False
2018-01-08,38,False
2018-01-09,25,False
2018-01-10,51,False
2018-01-11,64,False
2018-01-12,46,False
2018-01-13,22,False
2018-01-14,0,False
2018-01-15,38,False
2018-01-16,19,False
2018-01-17,37,False
2018-01-18,100,False
2018-01-19,46,False
2018-01-20,14,False
2018-01-21,0,False
2018-01-22,49,False
2018-01-23,56,False
2018-01-24,37,False
2018-01-25,63,False
2018-01-26,52,False
2018-01-27,29,False
2018-01-28,29,False
2018-01-29,62,False
2018-01-30,37,False
2018-01-31,50,False
