date,ODP stock,isPartial
2014-05-01,95,False
2014-05-02,0,False
2014-05-03,0,False
2014-05-04,0,False
2014-05-05,43,False
2014-05-06,100,False
2014-05-07,86,False
2014-05-08,58,False
2014-05-09,45,False
2014-05-10,0,False
2014-05-11,0,False
2014-05-12,63,False
2014-05-13,71,False
2014-05-14,86,False
2014-05-15,86,False
2014-05-16,89,False
2014-05-17,52,False
2014-05-18,52,False
2014-05-19,43,False
2014-05-20,64,False
2014-05-21,47,False
2014-05-22,0,False
2014-05-23,49,False
2014-05-24,58,False
2014-05-25,58,False
2014-05-26,48,False
2014-05-27,92,False
2014-05-28,0,False
2014-05-29,49,False
2014-05-30,75,False
2014-05-31,0,False
