,date,NFLX,isPartial
11,2013-12-12,9.24,False
12,2013-12-13,9.36,False
13,2013-12-14,2.52,False
14,2013-12-15,0.6,False
15,2013-12-16,7.56,False
16,2013-12-17,9.12,False
17,2013-12-18,9.719999999999999,False
18,2013-12-19,7.199999999999999,False
19,2013-12-20,6.24,False
20,2013-12-21,2.4,False
21,2013-12-22,1.44,False
22,2013-12-23,7.56,False
23,2013-12-24,4.92,False
24,2013-12-25,2.52,False
25,2013-12-26,6.72,False
26,2013-12-27,7.8,False
27,2013-12-28,2.88,False
28,2013-12-29,2.28,False
29,2013-12-30,6.12,False
30,2013-12-31,12.0,False
0,2014-01-01,0.6900000000000001,False
1,2014-01-02,3.22,False
2,2014-01-03,3.68,False
3,2014-01-04,1.1500000000000001,False
4,2014-01-05,0.6900000000000001,False
5,2014-01-06,1.61,False
6,2014-01-07,5.29,False
7,2014-01-08,3.45,False
8,2014-01-09,2.7600000000000002,False
9,2014-01-10,2.7600000000000002,False
10,2014-01-11,1.3800000000000001,False
11,2014-01-12,0.6900000000000001,False
12,2014-01-13,1.84,False
13,2014-01-14,3.91,False
14,2014-01-15,4.83,False
15,2014-01-16,4.83,False
16,2014-01-17,2.99,False
17,2014-01-18,0.92,False
18,2014-01-19,1.1500000000000001,False
19,2014-01-20,1.61,False
20,2014-01-21,3.22,False
21,2014-01-22,11.5,False
22,2014-01-23,23.0,False
23,2014-01-24,8.51,False
24,2014-01-25,1.1500000000000001,False
25,2014-01-26,0.46,False
26,2014-01-27,3.91,False
27,2014-01-28,5.29,False
28,2014-01-29,5.98,False
29,2014-01-30,5.0600000000000005,False
30,2014-01-31,3.91,False
0,2014-02-01,3.2300000000000004,False
1,2014-02-02,3.4000000000000004,False
2,2014-02-03,10.200000000000001,False
3,2014-02-04,9.350000000000001,False
4,2014-02-05,8.16,False
5,2014-02-06,7.82,False
6,2014-02-07,15.47,False
7,2014-02-08,5.2700000000000005,False
8,2014-02-09,4.930000000000001,False
9,2014-02-10,13.260000000000002,False
10,2014-02-11,12.07,False
11,2014-02-12,8.67,False
12,2014-02-13,9.520000000000001,False
13,2014-02-14,12.24,False
14,2014-02-15,4.08,False
15,2014-02-16,1.1900000000000002,False
16,2014-02-17,6.970000000000001,False
17,2014-02-18,11.39,False
18,2014-02-19,13.260000000000002,False
19,2014-02-20,11.9,False
20,2014-02-21,9.350000000000001,False
21,2014-02-22,2.5500000000000003,False
22,2014-02-23,4.08,False
23,2014-02-24,16.66,False
24,2014-02-25,17.0,False
25,2014-02-26,14.110000000000001,False
26,2014-02-27,10.200000000000001,False
27,2014-02-28,10.540000000000001,False
0,2014-03-01,1.4300000000000002,False
1,2014-03-02,0.52,False
2,2014-03-03,4.16,False
3,2014-03-04,7.15,False
4,2014-03-05,8.450000000000001,False
5,2014-03-06,8.71,False
6,2014-03-07,9.23,False
7,2014-03-08,2.47,False
8,2014-03-09,1.04,False
9,2014-03-10,7.930000000000001,False
10,2014-03-11,7.0200000000000005,False
11,2014-03-12,4.94,False
12,2014-03-13,7.15,False
13,2014-03-14,5.2,False
14,2014-03-15,1.4300000000000002,False
15,2014-03-16,2.34,False
16,2014-03-17,4.94,False
17,2014-03-18,6.11,False
18,2014-03-19,8.32,False
19,2014-03-20,4.94,False
20,2014-03-21,7.800000000000001,False
21,2014-03-22,1.04,False
22,2014-03-23,1.9500000000000002,False
23,2014-03-24,8.97,False
24,2014-03-25,13.0,False
25,2014-03-26,10.27,False
26,2014-03-27,9.620000000000001,False
27,2014-03-28,10.66,False
28,2014-03-29,2.47,False
29,2014-03-30,2.47,False
30,2014-03-31,6.63,False
0,2014-04-01,5.72,False
1,2014-04-02,5.72,False
2,2014-04-03,5.28,False
3,2014-04-04,6.6,False
4,2014-04-05,1.76,False
5,2014-04-06,1.76,False
6,2014-04-07,4.4,False
7,2014-04-08,5.72,False
8,2014-04-09,4.18,False
9,2014-04-10,4.84,False
10,2014-04-11,7.04,False
11,2014-04-12,1.54,False
12,2014-04-13,1.54,False
13,2014-04-14,4.62,False
14,2014-04-15,6.6,False
15,2014-04-16,8.36,False
16,2014-04-17,7.26,False
17,2014-04-18,2.86,False
18,2014-04-19,0.88,False
19,2014-04-20,3.3,False
20,2014-04-21,22.0,False
21,2014-04-22,21.56,False
22,2014-04-23,8.14,False
23,2014-04-24,5.72,False
24,2014-04-25,8.8,False
25,2014-04-26,4.18,False
26,2014-04-27,1.1,False
27,2014-04-28,5.94,False
