date,MCD stock,isPartial
2016-05-01,26,False
2016-05-02,100,False
2016-05-03,74,False
2016-05-04,84,False
2016-05-05,81,False
2016-05-06,84,False
2016-05-07,41,False
2016-05-08,34,False
2016-05-09,95,False
2016-05-10,68,False
2016-05-11,58,False
2016-05-12,69,False
2016-05-13,66,False
2016-05-14,34,False
2016-05-15,25,False
2016-05-16,69,False
2016-05-17,98,False
2016-05-18,68,False
2016-05-19,49,False
2016-05-20,42,False
2016-05-21,43,False
2016-05-22,26,False
2016-05-23,97,False
2016-05-24,79,False
2016-05-25,59,False
2016-05-26,72,False
2016-05-27,52,False
2016-05-28,35,False
2016-05-29,17,False
2016-05-30,61,False
2016-05-31,49,False
