date,EA stock,isPartial
2015-07-01,45,False
2015-07-02,41,False
2015-07-03,16,False
2015-07-04,12,False
2015-07-05,24,False
2015-07-06,15,False
2015-07-07,30,False
2015-07-08,94,False
2015-07-09,66,False
2015-07-10,47,False
2015-07-11,24,False
2015-07-12,24,False
2015-07-13,59,False
2015-07-14,100,False
2015-07-15,45,False
2015-07-16,66,False
2015-07-17,59,False
2015-07-18,13,False
2015-07-19,13,False
2015-07-20,68,False
2015-07-21,80,False
2015-07-22,65,False
2015-07-23,25,False
2015-07-24,58,False
2015-07-25,53,False
2015-07-26,18,False
2015-07-27,40,False
2015-07-28,29,False
2015-07-29,39,False
2015-07-30,86,False
2015-07-31,62,False
