date,SIRI stock,isPartial
2016-10-01,38,False
2016-10-02,15,False
2016-10-03,72,False
2016-10-04,79,False
2016-10-05,66,False
2016-10-06,60,False
2016-10-07,62,False
2016-10-08,0,False
2016-10-09,0,False
2016-10-10,54,False
2016-10-11,86,False
2016-10-12,81,False
2016-10-13,40,False
2016-10-14,98,False
2016-10-15,31,False
2016-10-16,0,False
2016-10-17,72,False
2016-10-18,45,False
2016-10-19,59,False
2016-10-20,66,False
2016-10-21,62,False
2016-10-22,15,False
2016-10-23,30,False
2016-10-24,66,False
2016-10-25,46,False
2016-10-26,59,False
2016-10-27,100,False
2016-10-28,77,False
2016-10-29,0,False
2016-10-30,31,False
2016-10-31,68,False
