date,MSFT stock,isPartial
2018-07-01,3,False
2018-07-02,18,False
2018-07-03,24,False
2018-07-04,9,False
2018-07-05,23,False
2018-07-06,26,False
2018-07-07,7,False
2018-07-08,3,False
2018-07-09,24,False
2018-07-10,25,False
2018-07-11,22,False
2018-07-12,31,False
2018-07-13,35,False
2018-07-14,12,False
2018-07-15,5,False
2018-07-16,35,False
2018-07-17,43,False
2018-07-18,39,False
2018-07-19,85,False
2018-07-20,100,False
2018-07-21,18,False
2018-07-22,7,False
2018-07-23,42,False
2018-07-24,45,False
2018-07-25,47,False
2018-07-26,62,False
2018-07-27,55,False
2018-07-28,14,False
2018-07-29,5,False
2018-07-30,47,False
2018-07-31,41,False
