date,TSLA stock,isPartial
2016-01-01,16,False
2016-01-02,5,False
2016-01-03,12,False
2016-01-04,68,False
2016-01-05,56,False
2016-01-06,76,False
2016-01-07,89,False
2016-01-08,51,False
2016-01-09,16,False
2016-01-10,9,False
2016-01-11,70,False
2016-01-12,50,False
2016-01-13,79,False
2016-01-14,75,False
2016-01-15,70,False
2016-01-16,24,False
2016-01-17,18,False
2016-01-18,35,False
2016-01-19,65,False
2016-01-20,86,False
2016-01-21,41,False
2016-01-22,57,False
2016-01-23,16,False
2016-01-24,14,False
2016-01-25,49,False
2016-01-26,63,False
2016-01-27,75,False
2016-01-28,83,False
2016-01-29,100,False
2016-01-30,16,False
2016-01-31,12,False
