date,EBAY stock,isPartial
2017-03-01,98,False
2017-03-02,84,False
2017-03-03,100,False
2017-03-04,72,False
2017-03-05,71,False
2017-03-06,77,False
2017-03-07,68,False
2017-03-08,65,False
2017-03-09,71,False
2017-03-10,72,False
2017-03-11,65,False
2017-03-12,58,False
2017-03-13,70,False
2017-03-14,72,False
2017-03-15,79,False
2017-03-16,70,False
2017-03-17,82,False
2017-03-18,67,False
2017-03-19,58,False
2017-03-20,65,False
2017-03-21,84,False
2017-03-22,73,False
2017-03-23,69,False
2017-03-24,64,False
2017-03-25,60,False
2017-03-26,62,False
2017-03-27,83,False
2017-03-28,89,False
2017-03-29,87,False
2017-03-30,75,False
2017-03-31,74,False
