date,SYMC stock,isPartial
2013-10-01,37,False
2013-10-02,0,False
2013-10-03,38,False
2013-10-04,40,False
2013-10-05,45,False
2013-10-06,44,False
2013-10-07,38,False
2013-10-08,0,False
2013-10-09,38,False
2013-10-10,38,False
2013-10-11,0,False
2013-10-12,0,False
2013-10-13,0,False
2013-10-14,39,False
2013-10-15,0,False
2013-10-16,38,False
2013-10-17,39,False
2013-10-18,100,False
2013-10-19,0,False
2013-10-20,44,False
2013-10-21,37,False
2013-10-22,37,False
2013-10-23,62,False
2013-10-24,76,False
2013-10-25,39,False
2013-10-26,0,False
2013-10-27,43,False
2013-10-28,37,False
2013-10-29,55,False
2013-10-30,50,False
2013-10-31,39,False
