date,MCD stock,isPartial
2016-03-01,41,False
2016-03-02,28,False
2016-03-03,57,False
2016-03-04,48,False
2016-03-05,11,False
2016-03-06,21,False
2016-03-07,46,False
2016-03-08,47,False
2016-03-09,42,False
2016-03-10,38,False
2016-03-11,49,False
2016-03-12,22,False
2016-03-13,0,False
2016-03-14,56,False
2016-03-15,52,False
2016-03-16,52,False
2016-03-17,43,False
2016-03-18,70,False
2016-03-19,22,False
2016-03-20,11,False
2016-03-21,33,False
2016-03-22,57,False
2016-03-23,54,False
2016-03-24,30,False
2016-03-25,21,False
2016-03-26,17,False
2016-03-27,45,False
2016-03-28,40,False
2016-03-29,71,False
2016-03-30,86,False
2016-03-31,100,False
