date,MU stock,isPartial
2016-03-01,68,False
2016-03-02,76,False
2016-03-03,39,False
2016-03-04,80,False
2016-03-05,15,False
2016-03-06,13,False
2016-03-07,46,False
2016-03-08,44,False
2016-03-09,49,False
2016-03-10,55,False
2016-03-11,59,False
2016-03-12,18,False
2016-03-13,0,False
2016-03-14,33,False
2016-03-15,57,False
2016-03-16,54,False
2016-03-17,45,False
2016-03-18,58,False
2016-03-19,13,False
2016-03-20,13,False
2016-03-21,47,False
2016-03-22,45,False
2016-03-23,32,False
2016-03-24,33,False
2016-03-25,35,False
2016-03-26,12,False
2016-03-27,0,False
2016-03-28,44,False
2016-03-29,65,False
2016-03-30,100,False
2016-03-31,87,False
