date,EXPE stock,isPartial
2019-03-01,100,False
2019-03-02,44,False
2019-03-03,44,False
2019-03-04,79,False
2019-03-05,39,False
2019-03-06,38,False
2019-03-07,78,False
2019-03-08,81,False
2019-03-09,45,False
2019-03-10,43,False
2019-03-11,77,False
2019-03-12,39,False
2019-03-13,38,False
2019-03-14,77,False
2019-03-15,40,False
2019-03-16,0,False
2019-03-17,44,False
2019-03-18,39,False
2019-03-19,0,False
2019-03-20,79,False
2019-03-21,0,False
2019-03-22,41,False
2019-03-23,45,False
2019-03-24,0,False
2019-03-25,39,False
2019-03-26,58,False
2019-03-27,0,False
2019-03-28,79,False
2019-03-29,41,False
2019-03-30,0,False
2019-03-31,0,False
