date,MU stock,isPartial
2014-06-01,19,False
2014-06-02,23,False
2014-06-03,45,False
2014-06-04,25,False
2014-06-05,28,False
2014-06-06,37,False
2014-06-07,14,False
2014-06-08,14,False
2014-06-09,31,False
2014-06-10,45,False
2014-06-11,77,False
2014-06-12,54,False
2014-06-13,48,False
2014-06-14,19,False
2014-06-15,19,False
2014-06-16,46,False
2014-06-17,51,False
2014-06-18,42,False
2014-06-19,18,False
2014-06-20,38,False
2014-06-21,35,False
2014-06-22,16,False
2014-06-23,73,False
2014-06-24,100,False
2014-06-25,59,False
2014-06-26,47,False
2014-06-27,38,False
2014-06-28,14,False
2014-06-29,14,False
2014-06-30,41,False
