date,SYMC stock,isPartial
2014-03-01,23,False
2014-03-02,0,False
2014-03-03,19,False
2014-03-04,39,False
2014-03-05,19,False
2014-03-06,38,False
2014-03-07,20,False
2014-03-08,0,False
2014-03-09,0,False
2014-03-10,38,False
2014-03-11,19,False
2014-03-12,19,False
2014-03-13,0,False
2014-03-14,60,False
2014-03-15,23,False
2014-03-16,0,False
2014-03-17,0,False
2014-03-18,19,False
2014-03-19,29,False
2014-03-20,20,False
2014-03-21,100,False
2014-03-22,0,False
2014-03-23,0,False
2014-03-24,75,False
2014-03-25,19,False
2014-03-26,19,False
2014-03-27,0,False
2014-03-28,70,False
2014-03-29,23,False
2014-03-30,0,False
2014-03-31,19,False
