date,GS stock,isPartial
2016-09-01,51,False
2016-09-02,88,False
2016-09-03,30,False
2016-09-04,0,False
2016-09-05,43,False
2016-09-06,100,False
2016-09-07,86,False
2016-09-08,64,False
2016-09-09,88,False
2016-09-10,30,False
2016-09-11,0,False
2016-09-12,69,False
2016-09-13,75,False
2016-09-14,67,False
2016-09-15,43,False
2016-09-16,44,False
2016-09-17,29,False
2016-09-18,28,False
2016-09-19,62,False
2016-09-20,41,False
2016-09-21,98,False
2016-09-22,51,False
2016-09-23,70,False
2016-09-24,58,False
2016-09-25,28,False
2016-09-26,99,False
2016-09-27,74,False
2016-09-28,75,False
2016-09-29,75,False
2016-09-30,78,False
