date,SYMC stock,isPartial
2012-08-01,51,False
2012-08-02,51,False
2012-08-03,53,False
2012-08-04,0,False
2012-08-05,0,False
2012-08-06,50,False
2012-08-07,100,False
2012-08-08,50,False
2012-08-09,51,False
2012-08-10,53,False
2012-08-11,62,False
2012-08-12,0,False
2012-08-13,50,False
2012-08-14,50,False
2012-08-15,0,False
2012-08-16,51,False
2012-08-17,53,False
2012-08-18,0,False
2012-08-19,0,False
2012-08-20,0,False
2012-08-21,0,False
2012-08-22,0,False
2012-08-23,50,False
2012-08-24,53,False
2012-08-25,0,False
2012-08-26,0,False
2012-08-27,81,False
2012-08-28,0,False
2012-08-29,98,False
2012-08-30,0,False
2012-08-31,51,False
